French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
un blessé,раненый,Il y a des <b>blessés</b>.,Есть <b>раненые</b>.,🩹,m
une demi-heure,полчаса,Attends une <b>demi-heure</b>.,Подожди <b>полчаса</b>.,⏰,f
un cadre,рамка; сотрудник,C'est un <b>cadre</b> supérieur.,Он <b>руководитель</b>.,👔,m
une division,деление; отдел,La <b>division</b> du travail.,<b>Разделение</b> труда.,📊,f
exagérer,преувеличивать,Tu <b>exagères</b> !,Ты <b>преувеличиваешь</b>!,🙄,v
vieillir,стареть,On <b>vieillit</b> tous.,Мы все <b>стареем</b>.,👴,v
une comédie,комедия,C'est une <b>comédie</b> drôle.,Это смешная <b>комедия</b>.,😂,f
"amusant, amusante",забавный,C'est <b>amusant</b>.,Это <b>забавно</b>.,😄,adj
une couche,слой; пелёнка,Applique une <b>couche</b> de peinture.,Нанеси <b>слой</b> краски.,🎨,f
un désespoir,отчаяние,Il est au <b>désespoir</b>.,Он в <b>отчаянии</b>.,😩,m
un désordre,беспорядок,Quel <b>désordre</b> !,Какой <b>беспорядок</b>!,🧹,m
un extérieur,внешнее; снаружи,À l'<b>extérieur</b> de la maison.,<b>Снаружи</b> дома.,🏠,m
un adulte,взрослый,C'est un comportement d'<b>adulte</b>.,Это <b>взрослое</b> поведение.,👨,m
une nuque,затылок,J'ai mal à la <b>nuque</b>.,У меня болит <b>затылок</b>.,🤕,f
un jeudi,четверг,On se voit <b>jeudi</b>.,Увидимся в <b>четверг</b>.,📅,m
un impossible,невозможное,Faire l'<b>impossible</b>.,Сделать <b>невозможное</b>.,🚫,m
un crédit,кредит,J'ai pris un <b>crédit</b>.,Я взял <b>кредит</b>.,💳,m
un joueur,игрок,C'est un bon <b>joueur</b>.,Это хороший <b>игрок</b>.,🎮,m
vomir,рвать (тошнота),J'ai envie de <b>vomir</b>.,Меня <b>тошнит</b>.,🤢,v
une culture,культура,La <b>culture</b> québécoise.,Квебекская <b>культура</b>.,🎭,f
une liaison,связь; роман,Ils ont une <b>liaison</b>.,У них <b>связь</b>.,💑,f
troubler,беспокоить; смущать,Ça me <b>trouble</b>.,Это меня <b>смущает</b>.,😳,v
chauffer,нагревать,<b>Chauffe</b> le lait.,<b>Подогрей</b> молоко.,🔥,v
un langage,язык; речь,Le <b>langage</b> des signes.,<b>Язык</b> жестов.,🤟,m
un royaume,королевство,Le <b>royaume</b> de France.,<b>Королевство</b> Франции.,👑,m
une revanche,реванш,Je veux ma <b>revanche</b>.,Я хочу <b>реванш</b>.,💪,f
"exprès, expresse",нарочно,Je l'ai fait <b>exprès</b>.,Я это сделал <b>нарочно</b>.,😏,adj
physique,физический,L'activité <b>physique</b>.,<b>Физическая</b> активность.,💪,adj
un luxe,роскошь,C'est du <b>luxe</b>.,Это <b>роскошь</b>.,💎,m
préciser,уточнять,Je dois <b>préciser</b> une chose.,Мне нужно <b>уточнить</b> одну вещь.,📝,v
un drame,драма,C'est un <b>drame</b> familial.,Это семейная <b>драма</b>.,🎭,m
un enterrement,похороны,J'assiste à un <b>enterrement</b>.,Я присутствую на <b>похоронах</b>.,⚰️,m
un prêt,заём,J'ai demandé un <b>prêt</b> à la banque.,Я попросил <b>кредит</b> в банке.,💳,m
une méthode,метод,C'est une bonne <b>méthode</b>.,Это хороший <b>метод</b>.,📋,f
témoigner,свидетельствовать,Il a <b>témoigné</b> au tribunal.,Он <b>дал показания</b> в суде.,⚖️,v
dépenser,тратить,J'ai <b>dépensé</b> trop d'argent.,Я <b>потратил</b> слишком много денег.,💸,v
transmettre,передавать,<b>Transmets</b>-lui mon message.,<b>Передай</b> ему моё сообщение.,📨,v
un garage,гараж,La voiture est dans le <b>garage</b>.,Машина в <b>гараже</b>.,🚗,m
enfiler,надевать; нанизывать,<b>Enfile</b> ta veste.,<b>Накинь</b> куртку.,🧥,v
une inquiétude,беспокойство,J'ai des <b>inquiétudes</b>.,У меня <b>беспокойства</b>.,😟,f
impressionner,впечатлять,Ça m'a <b>impressionné</b>.,Это меня <b>впечатлило</b>.,🤩,v
continue,"непрерывный, -ая",Une ligne <b>continue</b>.,<b>Сплошная</b> линия.,➖,adj
un com,комментарий; реклама (разг.),C'est de la <b>com</b>.,Это <b>реклама</b>.,📣,m
"assis, assise",сидящий,Reste <b>assis</b>.,Оставайся <b>сидеть</b>.,🪑,adj
une planche,доска,Une <b>planche</b> à découper.,Разделочная <b>доска</b>.,🪵,f
assassiner,убивать,Il a été <b>assassiné</b>.,Он был <b>убит</b>.,⚔️,v
soulager,облегчать,Ce médicament va te <b>soulager</b>.,Это лекарство тебя <b>облегчит</b>.,💊,v
un criminel,преступник,Le <b>criminel</b> a été arrêté.,<b>Преступник</b> был арестован.,👮,m
"doré, dorée",золотой; позолоченный,Un cadre <b>doré</b>.,<b>Золотая</b> рамка.,✨,adj
un jugement,суждение; приговор,Le <b>jugement</b> sera rendu demain.,<b>Приговор</b> будет завтра.,⚖️,m
un flot,поток,Un <b>flot</b> de paroles.,<b>Поток</b> слов.,🌊,m
un exercice,упражнение,Fais cet <b>exercice</b>.,Сделай это <b>упражнение</b>.,📝,m
une dizaine,десяток (около),Une <b>dizaine</b> de personnes.,<b>Около десяти</b> человек.,🔢,f
une vierge,девственница; Дева,La Sainte <b>Vierge</b>.,Святая <b>Дева</b>.,👼,f
un orage,гроза,Il y a un <b>orage</b> ce soir.,Вечером будет <b>гроза</b>.,⛈️,m
une cheminée,камин; дымовая труба,Le feu brûle dans la <b>cheminée</b>.,Огонь горит в <b>камине</b>.,🔥,f
une cible,мишень,J'ai touché la <b>cible</b>.,Я попал в <b>мишень</b>.,🎯,f
incliner,наклонять,<b>Incline</b> la tête.,<b>Наклони</b> голову.,↘️,v
une cravate,галстук,Mets ta <b>cravate</b>.,Надень <b>галстук</b>.,👔,f
"armé, armée",вооружённый,Il est <b>armé</b>.,Он <b>вооружён</b>.,🔫,adj
une tempête,буря,La <b>tempête</b> arrive.,<b>Буря</b> приближается.,🌪️,f
nier,отрицать,Il <b>nie</b> tout.,Он всё <b>отрицает</b>.,🙅,v
moche,уродливый (разг.),C'est <b>moche</b>.,Это <b>уродливо</b>.,😬,adj
luire,сиять,Les étoiles <b>luisent</b>.,Звёзды <b>сияют</b>.,✨,v
une avenue,проспект,L'<b>avenue</b> des Champs-Élysées.,<b>Проспект</b> Елисейских Полей.,🛣️,f
un sacrifice,жертва,C'est un grand <b>sacrifice</b>.,Это большая <b>жертва</b>.,🙏,m
un tuyau,труба; совет (разг.),Le <b>tuyau</b> est bouché.,<b>Труба</b> засорена.,🔧,m
un instinct,инстинкт,Fais confiance à ton <b>instinct</b>.,Доверяй своему <b>инстинкту</b>.,🧠,m
déshabiller,раздевать,<b>Déshabille</b>-toi.,<b>Раздевайся</b>.,👕,v
un regret,сожаление,Je n'ai aucun <b>regret</b>.,У меня нет <b>сожалений</b>.,😔,m
bourrer,набивать,<b>Bourre</b> pas trop le sac.,Не <b>набивай</b> сумку слишком.,📦,v
contacter,связаться,Je vais te <b>contacter</b>.,Я с тобой <b>свяжусь</b>.,📞,v
un incident,инцидент,Il y a eu un <b>incident</b>.,Произошёл <b>инцидент</b>.,⚠️,m
"âgé, âgée",пожилой,Il est <b>âgé</b> de soixante ans.,Ему шестьдесят лет.,👴,adj
un aspect,аспект; вид,C'est un <b>aspect</b> important.,Это важный <b>аспект</b>.,📊,m
un courrier,почта; письмо,J'ai reçu du <b>courrier</b>.,Я получил <b>почту</b>.,📬,m
boucler,застёгивать; завершать,<b>Boucle</b> ta ceinture.,<b>Застегни</b> ремень.,🔒,v
un reflet,отражение,Je vois mon <b>reflet</b>.,Я вижу своё <b>отражение</b>.,🪞,m
un veuf,вдовец,Il est <b>veuf</b>.,Он <b>вдовец</b>.,🖤,m
suspendre,подвешивать; приостанавливать,<b>Suspends</b> ton manteau.,<b>Повесь</b> пальто.,🧥,v
un menteur,лжец,C'est un <b>menteur</b>.,Это <b>лжец</b>.,🤥,m
une vente,продажа,La <b>vente</b> est conclue.,<b>Продажа</b> завершена.,💰,f
soucier,беспокоиться,Ne te <b>soucie</b> pas.,Не <b>волнуйся</b>.,😌,v
populaire,популярный,C'est une chanson <b>populaire</b>.,Это <b>популярная</b> песня.,⭐,adj
"fini, finie",законченный,C'est <b>fini</b>.,Это <b>конец</b>.,🏁,adj
"absolu, absolue",абсолютный,C'est une vérité <b>absolue</b>.,Это <b>абсолютная</b> истина.,💯,adj
un danseur,танцор,C'est un bon <b>danseur</b>.,Он хороший <b>танцор</b>.,💃,m
une armoire,шкаф,L'<b>armoire</b> est pleine.,<b>Шкаф</b> полон.,🪟,f
avant,до; перед,"<b>Avant</b> de partir, vérifie ton passeport.",<b>Перед</b> отъездом проверь паспорт.,⏪,adj
un secteur,сектор,Le <b>secteur</b> privé.,<b>Частный</b> сектор.,📊,m
un chevalier,рыцарь,Le <b>chevalier</b> combat.,<b>Рыцарь</b> сражается.,⚔️,m
un ordinateur,компьютер,Mon <b>ordinateur</b> est lent.,Мой <b>компьютер</b> медленный.,💻,m
un degré,степень; градус,Il fait vingt <b>degrés</b>.,На улице двадцать <b>градусов</b>.,🌡️,m
un suicide,самоубийство,C'est un <b>suicide</b>.,Это <b>самоубийство</b>.,😢,m
une file,очередь; ряд,Mets-toi dans la <b>file</b>.,Встань в <b>очередь</b>.,👥,f
"étonnant, étonnante",удивительный,C'est <b>étonnant</b> !,Это <b>удивительно</b>!,😮,adj
siffler,свистеть,Il sait <b>siffler</b>.,Он умеет <b>свистеть</b>.,🎵,v
"compliqué, compliquée",сложный,C'est <b>compliqué</b>.,Это <b>сложно</b>.,🧩,adj
"direct, directe",прямой,C'est un vol <b>direct</b>.,Это <b>прямой</b> рейс.,✈️,adj
un baron,барон,Le <b>baron</b> du château.,<b>Барон</b> замка.,👑,m
une vengeance,месть,La <b>vengeance</b> est un plat froid.,<b>Месть</b> — блюдо холодное.,😠,f
un musée,музей,Je visite le <b>musée</b>.,Я посещаю <b>музей</b>.,🏛️,m
une émission,передача; выпуск,J'ai regardé une <b>émission</b>.,Я посмотрел <b>передачу</b>.,📺,f
justifier,оправдывать,Je dois <b>justifier</b> ma décision.,Мне нужно <b>оправдать</b> своё решение.,📝,v
emplir,наполнять,La salle s'<b>emplit</b> de monde.,Зал <b>наполняется</b> людьми.,👥,v
un commerce,торговля; магазин,Il tient un <b>commerce</b>.,У него <b>магазин</b>.,🏪,m
une humanité,человечество,L'<b>humanité</b> progresse.,<b>Человечество</b> развивается.,🌍,f
"serré, serrée",тесный; сжатый,Le pantalon est trop <b>serré</b>.,Брюки слишком <b>тесные</b>.,👖,adj
fréquenter,посещать; встречаться,Je <b>fréquente</b> ce café.,Я <b>хожу</b> в это кафе.,☕,v
un jouet,игрушка,L'enfant joue avec son <b>jouet</b>.,Ребёнок играет со своей <b>игрушкой</b>.,🧸,m
"civil, civile",гражданский,La guerre <b>civile</b>.,<b>Гражданская</b> война.,⚔️,adj
approuver,одобрять,J'<b>approuve</b> ta décision.,Я <b>одобряю</b> твоё решение.,👍,v
un citoyen,гражданин,C'est un <b>citoyen</b> canadien.,Это канадский <b>гражданин</b>.,🇨🇦,m
"moral, morale",моральный,C'est un dilemme <b>moral</b>.,Это <b>моральная</b> дилемма.,⚖️,adj
"médical, médicale",медицинский,L'examen <b>médical</b>.,<b>Медицинский</b> осмотр.,🏥,adj
un tiroir,ящик (мебель),Ouvre le <b>tiroir</b>.,Открой <b>ящик</b>.,🗄️,m
déménager,переезжать,Je vais <b>déménager</b>.,Я собираюсь <b>переехать</b>.,📦,v
un pouce,большой палец; дюйм,Lève le <b>pouce</b> !,Подними <b>большой палец</b>!,👍,m
"prisonnier, prisonnière",пленный,Il est <b>prisonnier</b>.,Он <b>в плену</b>.,⛓️,adj
une éternité,вечность,Ça fait une <b>éternité</b>.,Это <b>целая вечность</b>.,♾️,f
un rond,круг; сантим (разг.),Je n'ai pas un <b>rond</b>.,У меня ни <b>гроша</b>.,⭕,m
un crétin,кретин,Quel <b>crétin</b> !,Какой <b>кретин</b>!,🙄,m
un écran,экран,Regarde l'<b>écran</b>.,Смотри на <b>экран</b>.,📺,m
ordinaire,обычный,C'est un jour <b>ordinaire</b>.,Это <b>обычный</b> день.,📅,adj
garer,парковать,<b>Gare</b> la voiture.,<b>Припаркуй</b> машину.,🅿️,v
une union,союз,L'<b>union</b> fait la force.,В <b>единстве</b> — сила.,🤝,f
insulter,оскорблять,Ne m'<b>insulte</b> pas.,Не <b>оскорбляй</b> меня.,😤,v
sacrifier,жертвовать,Il a <b>sacrifié</b> sa vie.,Он <b>пожертвовал</b> жизнью.,🙏,v
"généreux, généreuse",щедрый,Tu es très <b>généreux</b>.,Ты очень <b>щедрый</b>.,🎁,adj
un aéroport,аэропорт,L'<b>aéroport</b> est loin.,<b>Аэропорт</b> далеко.,✈️,m
une villa,вилла,Ils ont une <b>villa</b>.,У них есть <b>вилла</b>.,🏡,f
un blé,пшеница,Le champ de <b>blé</b>.,Пшеничное <b>поле</b>.,🌾,m
fonder,основывать,Il a <b>fondé</b> une entreprise.,Он <b>основал</b> компанию.,🏢,v
sain,здоровый,Un corps <b>sain</b>.,<b>Здоровое</b> тело.,💪,adj
une souris,мышь,La <b>souris</b> d'ordinateur.,Компьютерная <b>мышь</b>.,🖱️,f
un traitement,лечение; обработка,Le <b>traitement</b> est efficace.,<b>Лечение</b> эффективно.,💊,m
emparer,захватывать,Il s'est <b>emparé</b> du pouvoir.,Он <b>захватил</b> власть.,👑,v
une lame,лезвие,La <b>lame</b> est tranchante.,<b>Лезвие</b> острое.,🔪,f
intime,интимный; близкий,C'est un ami <b>intime</b>.,Это <b>близкий</b> друг.,❤️,adj
un appétit,аппетит,Bon <b>appétit</b> !,Приятного <b>аппетита</b>!,🍽️,m
"féminin, féminine",женский,La forme <b>féminine</b>.,<b>Женская</b> форма.,👩,adj
un tissu,ткань,C'est un beau <b>tissu</b>.,Это красивая <b>ткань</b>.,🧵,m
une paille,соломинка; солома,Bois avec une <b>paille</b>.,Пей через <b>соломинку</b>.,🥤,f
un décor,декорация; обстановка,Le <b>décor</b> est magnifique.,<b>Декорации</b> великолепны.,🎭,m
un chapitre,глава,Le premier <b>chapitre</b>.,Первая <b>глава</b>.,📖,m
une boucle,петля; кудря,Une <b>boucle</b> de cheveux.,<b>Локон</b> волос.,💇,f
un seuil,порог,Sur le <b>seuil</b> de la porte.,На <b>пороге</b> двери.,🚪,m
tracer,чертить; прокладывать,<b>Trace</b> une ligne.,<b>Начерти</b> линию.,📏,v
une légende,легенда,C'est une vieille <b>légende</b>.,Это старая <b>легенда</b>.,📜,f
un essai,попытка; очерк,C'est mon premier <b>essai</b>.,Это моя первая <b>попытка</b>.,📝,m
une rive,берег,La <b>rive</b> du fleuve.,<b>Берег</b> реки.,🏞️,f
entreprendre,предпринимать,J'ai <b>entrepris</b> des études.,Я <b>начал</b> учёбу.,🎯,v
un kilo,килограмм,Deux <b>kilos</b> de pommes.,Два <b>килограмма</b> яблок.,⚖️,m
une éducation,образование,L'<b>éducation</b> est importante.,<b>Образование</b> важно.,📚,f
un muscle,мышца,J'ai mal aux <b>muscles</b>.,У меня болят <b>мышцы</b>.,💪,m
un chèque,чек,J'ai fait un <b>chèque</b>.,Я выписал <b>чек</b>.,💳,m
un pédé,гей (груб.),C'est un <b>pédé</b>. (péjoratif),Он <b>гей</b>. (груб.),🏳️‍🌈,m
un poignet,запястье,J'ai mal au <b>poignet</b>.,У меня болит <b>запястье</b>.,🖐️,m
un partenaire,партнёр,C'est mon <b>partenaire</b> d'affaires.,Это мой деловой <b>партнёр</b>.,🤝,m
une libération,освобождение,La <b>libération</b> du pays.,<b>Освобождение</b> страны.,🕊️,f
tailler,резать; стричь,<b>Taille</b> la haie.,<b>Подстриги</b> изгородь.,✂️,v
une barre,палка; брусок,Une <b>barre</b> de chocolat.,<b>Плитка</b> шоколада.,🍫,f
un progrès,прогресс,Tu fais des <b>progrès</b> en français.,Ты делаешь <b>успехи</b> во французском.,📈,m
un pour,за (субст.),Le <b>pour</b> et le contre.,<b>За</b> и против.,⚖️,m
"marié, mariée",женатый; замужем,Il est <b>marié</b>.,Он <b>женат</b>.,💍,adj
une atmosphère,атмосфера,L'<b>atmosphère</b> est tendue.,<b>Атмосфера</b> напряжённая.,🌍,f
traduire,переводить,Je vais <b>traduire</b> ce texte.,Я <b>переведу</b> этот текст.,📝,v
un bâton,палка,Marche avec un <b>bâton</b>.,Иди с <b>палкой</b>.,🥢,m
un grain,зерно,Un <b>grain</b> de sable.,<b>Песчинка</b>.,🌾,m
une pipe,трубка,Il fume la <b>pipe</b>.,Он курит <b>трубку</b>.,🚬,f
"glacé, glacée",ледяной,L'eau est <b>glacée</b>.,Вода <b>ледяная</b>.,❄️,adj
une saloperie,дрянь; гадость (груб.),C'est une vraie <b>saloperie</b>.,Это настоящая <b>дрянь</b>.,🤢,f
un portier,швейцар; вратарь,Le <b>portier</b> garde l'entrée.,<b>Швейцар</b> охраняет вход.,🚪,m
une bougie,свеча,Allume la <b>bougie</b>.,Зажги <b>свечу</b>.,🕯️,f
envisager,рассматривать; планировать,J'<b>envisage</b> de partir.,Я <b>планирую</b> уехать.,🤔,v
une conviction,убеждение,J'ai la <b>conviction</b> que...,"У меня <b>убеждение</b>, что...",💪,f
un bouge,притон; дыра,Ce bar est un vrai <b>bouge</b>.,Этот бар — настоящий <b>притон</b>.,🍺,m
une population,население,La <b>population</b> augmente.,<b>Население</b> растёт.,👥,f
une certitude,уверенность,J'ai la <b>certitude</b> que c'est vrai.,"Я <b>уверен</b>, что это правда.",✅,f
"chinois, chinoise",китайский,La cuisine <b>chinoise</b>.,<b>Китайская</b> кухня.,🥡,adj
réjouir,радовать,Ça me <b>réjouit</b>.,Это меня <b>радует</b>.,😊,v
une évidence,очевидность,C'est une <b>évidence</b>.,Это <b>очевидно</b>.,💡,f
une moto,мотоцикл,Je fais de la <b>moto</b>.,Я езжу на <b>мотоцикле</b>.,🏍️,f
ralentir,замедлять,<b>Ralentis</b> un peu.,<b>Притормози</b> немного.,🐢,v
écrouler,обрушиваться,Le mur s'est <b>écroulé</b>.,Стена <b>обрушилась</b>.,🧱,v
une grange,амбар,La <b>grange</b> est pleine de foin.,<b>Амбар</b> полон сена.,🏚️,f
une salade,салат,Je mange une <b>salade</b>.,Я ем <b>салат</b>.,🥗,f
une pente,склон,La <b>pente</b> est raide.,<b>Склон</b> крутой.,⛷️,f
une barque,лодка,La <b>barque</b> flotte.,<b>Лодка</b> плывёт.,🛶,f
une écriture,письмо; почерк,J'aime ton <b>écriture</b>.,Мне нравится твой <b>почерк</b>.,✍️,f
un voyou,хулиган,C'est un <b>voyou</b>.,Он <b>хулиган</b>.,👊,m
marrer,смеяться (разг.),On s'est bien <b>marrés</b>.,Мы здорово <b>посмеялись</b>.,😂,v
un panier,корзина,Mets ça dans le <b>panier</b>.,Положи это в <b>корзину</b>.,🧺,m
tordre,скручивать,<b>Tords</b> le linge.,<b>Выжми</b> бельё.,🔄,v
gratter,чесать; царапать,Ne <b>gratte</b> pas !,Не <b>чеши</b>!,✋,v
un dessous,низ; нижнее бельё,C'est <b>dessous</b>.,Это <b>внизу</b>.,⬇️,m
un écart,разница; отклонение,L'<b>écart</b> de prix.,<b>Разница</b> в цене.,📊,m
un jus,сок,Un <b>jus</b> d'orange.,Апельсиновый <b>сок</b>.,🍊,m
dérouler,разворачивать,L'action se <b>déroule</b> à Paris.,Действие <b>происходит</b> в Париже.,📜,v
suicider,совершать самоубийство,Il s'est <b>suicidé</b>.,Он <b>покончил с собой</b>.,😢,v
"discret, discrète",скромный; незаметный,Sois <b>discret</b>.,Будь <b>незаметным</b>.,🤫,adj
un sourcil,бровь,Lève les <b>sourcils</b>.,Подними <b>брови</b>.,🤨,m
"espagnol, espagnole",испанский,La langue <b>espagnole</b>.,<b>Испанский</b> язык.,🇪🇸,adj
"familial, familiale",семейный,Une affaire <b>familiale</b>.,<b>Семейное</b> дело.,👨‍👩‍👧,adj
un b,буква Б,Le mot commence par un <b>b</b>.,Слово начинается с <b>б</b>.,🔤,m
"mortel, mortelle",смертельный,C'est une blessure <b>mortelle</b>.,Это <b>смертельная</b> рана.,💀,adj
un nègre,негр (устар.); литнегр,Un <b>nègre</b> littéraire écrit pour d'autres.,<b>Литературный негр</b> пишет за других.,✍️,m
un réveil,будильник; пробуждение,Le <b>réveil</b> sonne.,<b>Будильник</b> звонит.,⏰,m
fixe,неподвижный; фиксированный,Un prix <b>fixe</b>.,<b>Фиксированная</b> цена.,📌,adj
un balcon,балкон,J'ai un <b>balcon</b>.,У меня есть <b>балкон</b>.,🏠,m
pourrir,гнить,Les fruits <b>pourrissent</b>.,Фрукты <b>гниют</b>.,🍎,v
un entretien,собеседование; уход,J'ai un <b>entretien</b> demain.,У меня завтра <b>собеседование</b>.,💼,m
un prochain,ближний,Aime ton <b>prochain</b>.,Возлюби <b>ближнего</b> своего.,❤️,m
un maire,мэр,Le <b>maire</b> de la ville.,<b>Мэр</b> города.,🏛️,m
lâche,трусливый,Ne sois pas <b>lâche</b>.,Не будь <b>трусом</b>.,🐔,adj
un motif,мотив; узор,Quel est le <b>motif</b> ?,Каков <b>мотив</b>?,🤔,m
une vallée,долина,La <b>vallée</b> est magnifique.,<b>Долина</b> великолепна.,🏞️,f
tremper,макать; промокать,<b>Trempe</b> le biscuit.,<b>Обмакни</b> печенье.,🍪,v
concevoir,задумывать; понимать,J'ai du mal à <b>concevoir</b>.,Мне трудно это <b>понять</b>.,🤔,v
"franc, franche",честный; прямой,Sois <b>franc</b> avec moi.,Будь <b>честен</b> со мной.,💬,adj
"cassé, cassée",сломанный,Le verre est <b>cassé</b>.,Стакан <b>разбит</b>.,💔,adj
un télégramme,телеграмма,J'ai reçu un <b>télégramme</b>.,Я получил <b>телеграмму</b>.,📨,m
un écho,эхо,J'entends un <b>écho</b>.,Я слышу <b>эхо</b>.,🔊,m
un équilibre,равновесие,Garde ton <b>équilibre</b>.,Держи <b>равновесие</b>.,⚖️,m
une aiguille,игла; стрелка,L'<b>aiguille</b> de l'horloge.,<b>Стрелка</b> часов.,🕐,f
une galerie,галерея,La <b>galerie</b> d'art.,<b>Галерея</b> искусств.,🖼️,f
balayer,подметать,<b>Balaye</b> le sol.,<b>Подмети</b> пол.,🧹,v
rougir,краснеть,Elle <b>rougit</b> facilement.,Она легко <b>краснеет</b>.,😊,v
une conduite,поведение; вождение,Ta <b>conduite</b> est exemplaire.,Твоё <b>поведение</b> примерное.,✅,f
un voyageur,путешественник,Le <b>voyageur</b> est fatigué.,<b>Путешественник</b> устал.,🧳,m
un scandale,скандал,C'est un <b>scandale</b> !,Это <b>скандал</b>!,😱,m
un cercueil,гроб,Le <b>cercueil</b> est fermé.,<b>Гроб</b> закрыт.,⚰️,m
une couronne,корона,La <b>couronne</b> du roi.,<b>Корона</b> короля.,👑,f
un acier,сталь,C'est en <b>acier</b>.,Это из <b>стали</b>.,🔩,m
déborder,переливаться через край,Le verre <b>déborde</b>.,Стакан <b>переливается</b>.,💧,v
"professionnel, professionnelle",профессиональный,C'est un travail <b>professionnel</b>.,Это <b>профессиональная</b> работа.,💼,adj
un flanc,бок; склон,Le <b>flanc</b> de la montagne.,<b>Склон</b> горы.,⛰️,m
une taule,тюрьма (разг.),Il est en <b>taule</b>.,Он в <b>тюряге</b>.,🔒,f
un véhicule,транспортное средство,C'est un <b>véhicule</b> électrique.,Это <b>электромобиль</b>.,🚗,m
ivre,пьяный,Il est <b>ivre</b>.,Он <b>пьян</b>.,🍺,adj
communiquer,общаться,On doit mieux <b>communiquer</b>.,Нам надо лучше <b>общаться</b>.,💬,v
semer,сеять,<b>Sème</b> des graines.,<b>Посей</b> семена.,🌱,v
une cassette,кассета,J'ai trouvé une vieille <b>cassette</b>.,Я нашёл старую <b>кассету</b>.,📼,f
coiffer,причёсывать,<b>Coiffe</b>-toi.,<b>Причешись</b>.,💇,v
un rein,почка,J'ai mal aux <b>reins</b>.,У меня болит <b>поясница</b>.,🩺,m
courageux,смелый,Tu es très <b>courageux</b>.,Ты очень <b>смелый</b>.,🦁,adj
"courageux, courageuse",храбрый,Tu es <b>courageux</b>.,Ты <b>храбрый</b>.,🦸,adj
renseigner,информировать,Pouvez-vous me <b>renseigner</b> ?,Можете меня <b>проинформировать</b>?,❓,v
une poubelle,мусорное ведро,Jette ça à la <b>poubelle</b>.,Выбрось это в <b>мусорку</b>.,🗑️,f
correspondre,соответствовать; переписываться,Ça ne <b>correspond</b> pas.,Это не <b>соответствует</b>.,✉️,v
une catastrophe,катастрофа,C'est une <b>catastrophe</b> !,Это <b>катастрофа</b>!,😱,f
une protection,защита,La <b>protection</b> de l'environnement.,<b>Защита</b> окружающей среды.,🛡️,f
consoler,утешать,<b>Console</b>-la.,<b>Утешь</b> её.,🤗,v
un ours,медведь,L'<b>ours</b> dort.,<b>Медведь</b> спит.,🐻,m
une tournée,тур; обход,La <b>tournée</b> des bars.,<b>Обход</b> баров.,🍻,f
une dignité,достоинство,Garde ta <b>dignité</b>.,Сохраняй <b>достоинство</b>.,👔,f
une propriété,собственность; свойство,C'est une <b>propriété</b> privée.,Это <b>частная собственность</b>.,🏠,f
"laid, laide",уродливый,C'est <b>laid</b>.,Это <b>уродливо</b>.,😬,adj
une cendre,пепел,Les <b>cendres</b> du feu.,<b>Пепел</b> от огня.,🔥,f
une réputation,репутация,Il a une bonne <b>réputation</b>.,У него хорошая <b>репутация</b>.,⭐,f
sacrer,ругаться (квеб.),Il n'arrête pas de <b>sacrer</b>.,Он не перестаёт <b>ругаться</b>.,🤬,v
un comptoir,стойка; прилавок,Pose ça sur le <b>comptoir</b>.,Положи это на <b>прилавок</b>.,🏪,m
ressortir,выходить снова; выделяться,Les couleurs <b>ressortent</b> bien.,Цвета хорошо <b>выделяются</b>.,🎨,v
un ambassadeur,посол,L'<b>ambassadeur</b> de France.,<b>Посол</b> Франции.,🏛️,m
un individu,индивид; особь,C'est un drôle d'<b>individu</b>.,Это странный <b>тип</b>.,👤,m
un habitant,житель,Les <b>habitants</b> de la ville.,<b>Жители</b> города.,👥,m
un visiteur,посетитель,Le <b>visiteur</b> attend.,<b>Посетитель</b> ждёт.,🚪,m
un cirque,цирк,On va au <b>cirque</b>.,Идём в <b>цирк</b>.,🎪,m
portable,переносной,Un téléphone <b>portable</b>.,<b>Мобильный</b> телефон.,📱,adj
un marin,моряк,Le <b>marin</b> navigue.,<b>Моряк</b> плывёт.,⛵,m
envelopper,заворачивать,<b>Enveloppe</b> le cadeau.,<b>Заверни</b> подарок.,🎁,v
une pause,пауза,Faisons une <b>pause</b>.,Сделаем <b>перерыв</b>.,☕,f
une vivante,живая (субст.),Les morts et les <b>vivantes</b>.,Мёртвые и <b>живые</b>.,💓,f
un vivant,живой; живое существо,C'est un être <b>vivant</b>.,Это <b>живое</b> существо.,🌱,m
une commission,комиссия; поручение,Je dois faire des <b>commissions</b>.,Мне нужно сделать <b>покупки</b>.,🛒,f
un creux,углубление; пустота,J'ai un <b>creux</b>.,Я голоден.,🕳️,m
une ouverture,открытие; отверстие,L'<b>ouverture</b> du magasin.,<b>Открытие</b> магазина.,🚪,f
une communication,коммуникация,La <b>communication</b> est importante.,<b>Коммуникация</b> важна.,💬,f
un marbre,мрамор,Une statue en <b>marbre</b>.,Статуя из <b>мрамора</b>.,🏛️,m
loger,размещать; жить,Où <b>loges</b>-tu ?,Где ты <b>живёшь</b>?,🏠,v
octobre,октябрь,"En <b>octobre</b>, les feuilles tombent.",В <b>октябре</b> падают листья.,🍂,m
une portée,досягаемость; выводок,Hors de <b>portée</b>.,Вне <b>досягаемости</b>.,📏,f
